,population,mAgeTotal,mAgeM,mAgeF,state,cDistrict,schoolTotal,No Schooling,Nursery,Kinder,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th nod,12th d,GEDalt,colUnder1yr,colOver1yr,Associates,Bachelors,Masters,ProfSchool,Doctorate,piTotal,psUTotal,psUM,psUF,psOTotal,psOM,psOF,eTotal,woE,withE,wTotal,woW,withW,healthTotal,healthM,healthF
224,767588,37.5,36.3,38.5,28,04,506070,4562,0,36,0,189,1451,1354,578,3338,2558,7690,9726,14101,15021,8263,115604,36504,36385,88392,53604,67167,28391,6049,5107,747161,147012,64206,82806,600149,294187,305962,281373,206818,74555,281373,197522,83851,749856,357038,392818
225,735410,35.5,34.0,37.0,29,01,499288,4395,85,167,181,24,466,621,415,1544,462,5699,4988,11575,15743,9479,105622,21055,30923,85375,41762,87682,49095,11071,10859,716809,132405,60846,71559,584404,275599,308805,308116,240602,67514,308116,234821,73295,726925,341154,385771
226,763176,43.2,40.9,44.8,29,02,541082,2057,200,166,179,0,0,721,338,733,440,5209,3065,4460,4495,5814,93325,11366,29377,73020,39959,157192,79432,17274,12260,751143,37202,16534,20668,713941,349857,364084,305616,239340,66276,305616,233321,72295,753636,367389,386247
227,783679,38.7,37.9,39.7,29,03,527880,3387,336,127,0,0,63,481,470,1135,273,7378,6297,11905,10297,8260,141370,23744,42599,78676,51713,91695,39529,4974,3171,761099,73646,31789,41857,687453,346211,341242,286456,223304,63152,286456,216972,69484,772279,382195,390084
228,761860,36.6,35.0,38.4,29,04,495113,4079,69,0,127,29,21,154,581,1909,1598,12650,6441,10078,11939,6920,146148,23454,35610,75984,38827,72222,32168,8109,5996,724579,109809,50692,59117,614770,309951,304819,283792,212465,71327,283792,202724,81068,731162,359075,372087
229,763288,37.1,35.9,38.3,29,05,519729,4910,84,115,91,329,550,808,1201,3653,1190,4745,6541,9286,10621,7248,142741,19892,38128,81367,39614,94550,38121,9732,4212,749225,122110,53428,68682,627115,307676,319439,313859,245014,68845,313859,236888,76971,755498,363306,392192
230,767878,38.7,37.7,39.8,29,06,516860,3994,184,25,0,0,166,80,173,1307,1111,9296,4959,8189,9909,6466,151692,22185,36991,76475,35593,98925,36853,8014,4273,738274,87009,41224,45785,651265,326551,324714,284610,221876,62734,284610,214029,70581,747738,371816,375922
231,776586,37.7,36.2,39.1,29,07,513406,4002,61,159,47,208,200,338,1274,2156,1170,7520,8767,12673,12025,8418,141280,24151,43719,85353,40985,80124,27855,6683,4238,756087,122774,52376,70398,633313,319112,314201,305390,228280,77110,305390,217616,87774,768510,376947,391563
232,741123,40.8,39.5,42.1,29,08,507656,4854,81,210,161,151,615,652,741,1310,2925,15499,12893,17471,18180,7222,161194,36167,40431,73767,36791,47121,21138,4300,3782,713824,141999,64703,77296,571825,286056,285769,284351,192562,91789,284351,185051,99300,721451,355327,366124
233,1042520,40.1,38.9,41.3,30,00,712616,2704,0,82,7,187,447,92,28,1352,1146,7408,4911,11051,12429,9394,172231,34184,46019,122204,66134,148944,48718,14909,8035,1018105,135638,65978,69660,882467,446944,435523,416125,313962,102163,416125,298124,118001,1027510,516287,511223
234,639048,35.4,34.4,36.5,31,01,408833,3913,48,0,57,224,884,579,591,2165,1600,3476,3195,3185,5604,5968,94422,13656,30319,60127,46088,86535,32076,7495,6626,616985,71486,33079,38407,545499,275480,270019,250655,204635,46020,250655,199552,51103,628231,313513,314718
235,661142,34.8,33.9,35.5,31,02,429593,6154,109,24,496,740,1391,1245,1400,3637,1660,2273,5068,4539,5957,5106,81495,12763,25990,66064,35230,112941,38362,11061,5888,647224,70699,31866,38833,576525,287994,288531,252290,209793,42497,252290,205674,46616,652318,321468,330850
236,606926,39.8,39.2,40.5,31,03,405394,3896,226,40,245,235,1273,535,179,4259,1629,6227,5288,6146,6985,4894,110443,15569,32012,66848,48477,62455,19632,4382,3519,586860,69268,29594,39674,517592,262140,255452,244617,191028,53589,244617,182032,62585,597105,296570,300535
237,722331,36.0,35.7,36.3,32,01,482624,13696,237,645,378,1890,2975,1633,3917,21216,3778,6574,15484,9777,13584,13664,138095,18918,33733,81843,27060,53786,14429,3720,1592,711499,149574,70619,78955,561925,291082,270843,251845,194486,57359,251845,187634,64211,716591,364183,352408
238,713779,39.5,38.9,40.1,32,02,492221,6349,98,480,93,408,1628,1221,1463,6831,1607,4217,7281,8961,9892,9005,104182,25892,42110,94138,41007,76462,33004,9563,6329,702518,86213,41057,45156,616305,311613,304692,271213,207577,63636,271213,200017,71196,705607,354058,351549
239,779908,39.0,37.7,40.2,32,03,554297,5197,118,0,459,86,1207,955,609,1851,835,1066,3844,5759,4876,10696,134124,18626,40473,101775,47221,113806,40867,13414,6433,775518,69736,30961,38775,705782,352013,353769,287760,228626,59134,287760,219683,68077,776977,383387,393590
240,724040,37.0,36.4,37.4,32,04,481468,9325,53,131,307,1138,1887,1029,1129,10112,1246,2818,9721,9407,12059,13631,122576,22644,33687,89144,41054,64493,26045,5908,1924,707353,93897,40261,53636,613456,304882,308574,244340,187137,57203,244340,180593,63747,706592,344243,362349
241,671625,41.9,40.5,43.4,33,01,474973,3242,62,0,0,41,395,146,199,421,995,4355,4177,5430,6238,5808,105836,17938,29317,63392,50090,112839,49269,9587,5196,652456,48314,20709,27605,604142,308171,295971,264517,215019,49498,264517,206826,57691,663389,333249,330140
242,663170,43.6,42.3,45.0,33,02,472613,2341,39,0,80,31,347,384,49,940,1627,4929,4177,6510,9550,5385,111850,20621,28422,58146,47398,100622,51734,9805,7626,639799,45975,21160,24815,593824,293536,300288,256126,203370,52756,256126,195552,60574,653078,320581,332497
243,731932,38.8,37.0,40.4,34,01,503534,6309,109,0,25,20,730,1192,815,3107,1947,3239,6165,8930,8717,8715,146125,18752,31544,66509,37342,100423,38162,9736,4921,721053,76771,33816,42955,644282,313943,330339,268934,211631,57303,268934,207323,61611,725095,349938,375157
244,725217,41.4,39.7,43.5,34,02,507133,7191,64,0,401,177,1447,725,2439,4512,2170,6479,8881,9862,11326,9831,152137,20089,33154,65515,39871,86854,32712,6950,4346,702247,94431,42615,51816,607816,298368,309448,263281,195497,67784,263281,189353,73928,706564,343045,363519
245,739696,43.3,41.0,45.3,34,03,524793,3572,0,183,59,0,172,347,553,1321,1555,3915,3563,8016,7115,7327,144100,20226,35561,65773,43785,113783,48056,10543,5268,725364,51101,20944,30157,674263,330995,343268,279855,210059,69796,279855,203971,75884,721744,348361,373383
246,732142,41.3,39.2,43.3,34,04,494097,4586,233,90,277,116,908,458,1162,3111,1042,3816,4629,4189,6221,8762,119285,12016,27640,64558,35519,119636,53535,13900,8408,724836,67300,29747,37553,657536,319274,338262,265981,198822,67159,265981,192416,73565,726860,350492,376368
247,742865,42.3,40.3,44.1,34,05,512908,3467,0,123,162,233,558,627,884,4172,1187,3961,2503,5337,4621,4505,107677,10367,25564,59000,33072,154756,65249,16263,8620,730482,40422,18790,21632,690060,336862,353198,260235,216362,43873,260235,209555,50680,735479,357755,377724
248,750419,37.6,36.4,38.9,34,06,511902,4816,71,103,89,790,1189,3156,1896,8254,1883,6648,5369,7324,6675,9460,128404,15264,23630,56832,31068,120126,61059,9659,8137,721640,67116,26980,40136,654524,329591,324933,254143,209129,45014,254143,204985,49158,742976,367446,375530
249,732070,42.7,41.1,44.3,34,07,511124,4684,56,0,69,489,965,1503,1955,2654,1005,3427,3730,3825,4060,5196,102293,10177,23347,47494,31868,149382,81385,19310,12250,722105,35485,16480,19005,686620,338685,347935,264024,218053,45971,264024,211918,52106,723578,356040,367538
250,778294,35.0,34.2,35.5,34,08,541714,12894,0,360,666,2583,3485,5883,3928,20414,5424,13459,11226,7475,10541,12360,138276,11630,18098,57234,26428,111141,48506,13754,5949,769299,131192,60039,71153,638107,322299,315808,283931,235384,48547,283931,228488,55443,771867,383886,387981
251,760005,38.3,37.6,39.1,34,09,524757,8893,79,101,212,1681,2693,1919,3320,9673,2844,12557,8070,9677,9167,10321,146107,12478,20625,60069,27803,113234,45863,10796,6575,755564,114094,46881,67213,641470,318811,322659,264366,211915,52451,264366,203596,60770,757110,366147,390963
252,758062,35.3,33.6,36.7,34,10,498612,10371,246,239,324,710,1003,3036,1917,6240,1615,7354,7209,7719,11006,11789,146114,11717,20722,74613,33642,89974,38652,7887,4513,738785,132788,56178,76610,605997,293800,312197,263874,209054,54820,263874,203682,60192,747470,354863,392607
253,733706,43.4,41.9,45.0,34,11,518617,3075,0,146,175,131,297,508,1622,3021,487,2768,2501,3388,2003,7043,100314,9173,21379,48485,29959,169299,81404,20859,10580,719401,35199,15930,19269,684202,336287,347915,264000,218425,45575,264000,211375,52625,726757,355660,371097
254,760061,39.4,38.1,40.7,34,12,521981,6246,46,0,660,1181,2122,1590,1855,7039,1389,5051,4048,6099,8185,8813,110197,13155,20920,56023,29975,131910,76203,13514,15760,738711,70014,32123,37891,668697,325977,342720,261895,208696,53199,261895,203896,57999,752078,364400,387678
255,702719,38.3,36.8,40.0,35,01,484169,4397,87,353,43,403,1467,840,1675,6795,947,3982,7203,6530,12072,9535,97537,19322,27829,83510,40362,88934,48445,10830,11071,694395,120358,52708,67650,574037,284794,289243,271742,204377,67365,271742,196797,74945,695086,336683,358403
256,691695,36.6,35.1,38.1,35,02,447515,8038,107,0,65,890,3297,1952,2709,12256,3331,6980,11241,14329,13780,7076,104666,23485,27535,74085,37772,58516,27053,4715,3637,670494,152748,70493,82255,517746,262139,255607,240631,173082,67549,240631,164379,76252,673609,333139,340470
257,686601,38.2,36.7,40.2,35,03,459697,5947,0,71,509,432,1014,360,1112,5617,2993,5846,7461,11585,11039,6575,108540,16958,29711,80355,38540,68241,40508,6583,9700,674560,131357,59597,71760,543203,271812,271391,245991,175906,70085,245991,166317,79674,677306,332170,345136
258,718175,41.7,39.9,43.4,36,01,496437,4893,0,138,36,337,930,932,1326,2395,1057,2874,3869,4046,7822,7812,134977,14238,27374,62086,49808,87110,60110,14566,7701,699039,50649,22260,28389,648390,320039,328351,237708,184955,52753,237708,178091,59617,710732,348890,361842
259,714040,40.3,37.7,42.4,36,02,492562,9996,236,80,104,184,2358,1045,2094,2969,2206,4056,5821,6555,6848,10105,132166,15852,28894,58600,48664,94122,47137,8879,3591,706802,50245,20571,29674,656557,329948,326609,217363,177738,39625,217363,174242,43121,710420,352292,358128
260,732591,44.5,43.5,45.4,36,03,520941,8262,0,186,399,393,583,976,2850,3330,1114,3099,2404,2755,2970,6721,99696,8701,19463,51505,36480,141827,86208,32000,9019,720961,37487,16567,20920,683474,331033,352441,247036,196290,50746,247036,188339,58697,725049,349761,375288
261,723377,40.3,37.8,41.8,36,04,492563,6302,0,30,301,1010,1183,2816,2579,7845,3333,3835,5013,5283,4894,6579,104850,11077,20120,57892,38354,114902,69500,17909,6956,710897,48629,19707,28922,662268,322257,340011,230997,185778,45219,230997,180220,50777,717958,345570,372388
262,794154,37.3,35.3,38.9,36,05,536759,15206,162,178,694,1299,2270,3144,5270,8655,2581,7168,10196,9603,8702,20303,127118,29632,21402,80731,45381,87427,39422,6881,3334,781099,96827,43247,53580,684272,332586,351686,224668,185768,38900,224668,181381,43287,787449,378091,409358
263,753744,40.4,39.3,41.2,36,06,556219,17542,107,335,491,1064,1741,1183,3487,12380,1480,7419,20354,5810,4419,12971,127364,15912,21235,54205,47282,117229,60471,14056,7682,747306,105871,43978,61893,641435,311892,329543,266579,212664,53915,266579,206265,60314,749219,356929,392290
264,763468,33.2,32.4,34.1,36,07,516819,20165,209,748,958,2250,4554,2995,5538,21126,5091,10835,21930,10211,12401,26112,98853,19127,17086,37911,24613,110060,45780,14273,3993,753643,177788,78446,99342,575855,287150,288705,256169,204903,51266,256169,198769,57400,758322,368338,389984
265,771711,36.2,34.4,38.3,36,08,538705,12246,62,290,842,881,1996,1723,3647,4304,3107,7245,7517,9080,15341,14244,122836,27578,21826,61085,41324,112146,54439,10504,4442,762352,158460,65945,92515,603892,287457,316435,284949,211307,73642,284949,203895,81054,767411,355524,411887
266,738674,36.4,34.2,38.6,36,09,506179,10645,235,0,169,327,1694,1319,2285,5618,3573,8919,6903,9021,9609,16711,112188,18502,17522,59492,31618,108133,61663,13819,6214,732643,129613,54839,74774,603030,284127,318903,274241,217797,56444,274241,209038,65203,735528,340518,395010
267,708960,37.1,37.2,37.1,36,10,510231,11193,31,27,0,207,1264,516,2864,6135,1705,5900,6660,3972,4601,12368,68585,8075,11153,36641,20860,153757,94130,39368,20219,690624,112995,52710,60285,577629,287649,289980,302765,251131,51634,302765,232402,70363,706932,346155,360777
268,735452,39.0,37.4,40.7,36,11,511976,11116,170,227,503,1275,1735,1495,4254,7281,1843,5787,7835,6970,8587,12159,124775,19098,24161,58345,37991,106775,52660,12094,4840,728676,102598,44031,58567,626078,310459,315619,257947,197085,60862,257947,192081,65866,730723,355329,375394
269,715471,35.7,35.5,35.9,36,12,568765,6426,415,264,122,65,246,1693,840,4480,2362,4153,3481,3723,4145,5216,49418,6526,10778,33662,20283,221836,117585,50972,20074,693598,68466,26795,41671,625132,297829,327303,358652,294501,64151,358652,280578,78074,711241,330694,380547
270,812752,34.4,33.0,35.9,36,13,562833,17770,263,156,860,3474,5246,5229,5212,17662,4997,14425,14200,15043,17850,16557,105356,24918,17841,69979,31448,103641,52028,10779,7899,802799,219542,90516,129026,583257,294059,289198,292811,225425,67386,292811,216446,76365,806393,387023,419370
271,691715,37.6,36.6,38.6,36,14,492785,21944,226,181,530,2197,2340,2118,5256,15721,2308,12358,10865,9330,8180,16748,140944,16191,15864,46794,36554,83255,32794,5803,4284,676284,102565,43331,59234,573719,294323,279396,234113,185913,48200,234113,176745,57368,679864,339328,340536
272,768801,30.7,28.6,32.7,36,15,459976,23834,478,218,1585,3786,6286,4326,5502,12857,6748,13747,17540,24223,20770,16746,102772,24708,16054,69122,31481,42846,11028,2643,676,755951,271780,117352,154428,484171,237973,246198,253527,184971,68556,253527,178733,74794,765494,359870,405624
273,736806,40.0,38.4,41.3,36,16,506311,11132,94,312,502,922,1636,1489,3546,7363,2409,8678,5724,9215,9491,13315,97685,16207,19614,53911,37346,105948,69927,20599,9246,721224,95486,40294,55192,625738,295240,330498,265359,204610,60749,265359,197250,68109,728089,339064,389025
274,744406,39.1,37.0,41.2,36,17,492159,7784,300,0,1346,788,1921,2147,1879,12256,2249,5279,5943,5350,6334,12509,86234,10885,19888,57379,32870,114830,72348,20262,11378,727112,80697,35885,44812,646415,319927,326488,242934,197484,45450,242934,191814,51120,736162,359748,376414
275,722617,39.6,37.9,41.1,36,18,482745,5651,0,0,384,720,811,721,1451,4272,778,3218,4862,5900,8638,9570,104311,22933,25543,61417,49106,95298,58495,10706,7960,700507,70678,33849,36829,629829,310832,318997,247953,197677,50276,247953,191514,56439,707456,347895,359561
276,698185,44.6,43.6,45.5,36,19,494345,5214,109,39,7,210,147,1130,628,3606,1928,3999,6779,9318,12063,7601,125563,26774,29408,56825,58819,80832,49091,7986,6269,664611,89793,41433,48360,574818,289018,285800,262401,194448,67953,262401,184753,77648,681539,337157,344382
277,723416,38.9,37.3,40.4,36,20,490842,5243,78,43,0,45,445,787,962,1909,441,4700,3644,8966,8174,7089,103933,19586,27996,50070,56592,106069,60339,13258,10473,694569,76562,34967,41595,618007,305448,312559,279485,217598,61887,279485,212288,67197,712183,347767,364416
278,711798,40.6,38.6,42.5,36,21,492810,5121,106,25,40,282,201,283,393,1013,1693,7765,7701,9829,11423,6198,146926,29649,32465,60097,57232,63053,39672,7188,4455,669382,91478,40096,51382,577904,290536,287368,277069,202589,74480,277069,193476,83593,678466,331828,346638
279,703464,41.0,39.5,42.4,36,22,478015,5786,78,0,60,9,504,883,1181,1101,1198,5052,6395,10175,11521,7485,132285,27162,31107,52166,59398,72352,38218,7967,5932,669520,101506,46165,55341,568014,284922,283092,270214,193411,76803,270214,188061,82153,690965,340649,350316
280,703717,40.2,38.5,41.8,36,23,473139,3569,213,86,111,102,303,140,553,1445,1342,7908,6178,10264,9311,7923,131857,32030,32133,48431,55802,63790,43391,7196,9061,660978,106906,48412,58494,554072,276681,277391,272324,196240,76084,272324,188210,84114,689485,339065,350420
281,707479,39.6,38.5,40.8,36,24,482795,5782,69,220,98,300,945,430,624,894,2303,4890,6368,9223,10952,7993,113015,22691,30713,60641,58435,82816,46074,10728,6591,676640,96885,43476,53409,579755,285778,293977,278410,208075,70335,278410,201861,76549,697572,339208,358364
282,720963,38.5,36.9,40.5,36,25,493155,6099,0,180,226,183,359,708,1003,1890,1831,3579,5293,10862,9927,8299,91840,20276,32645,55395,58622,104275,58943,10803,9917,696721,106986,48850,58136,589735,287560,302175,288805,214547,74258,288805,209731,79074,713800,344714,369086
283,709220,38.4,36.5,40.3,36,26,489631,6157,0,0,39,354,773,610,937,1312,1028,4437,6371,9133,9908,8736,118396,22865,30460,59750,57476,86129,48105,9816,6839,690163,123184,56321,66863,566979,272009,294970,298589,210798,87791,298589,205908,92681,703629,334727,368902
284,720133,43.6,42.2,45.1,36,27,513895,3291,67,0,0,0,233,338,498,756,745,2976,3999,6824,7772,7064,132442,27236,34824,59157,67977,89161,52382,10621,5532,696097,59148,27318,31830,636949,319376,317573,285986,220060,65926,285986,214231,71755,703515,349226,354289
285,750278,38.0,36.4,39.8,37,01,506769,7579,0,59,157,661,1991,1235,1562,4899,3948,8650,15009,17086,15828,7612,117743,26313,30815,63017,41998,83427,38378,9585,9217,717366,151595,66781,84814,565771,268833,296938,294949,219570,75379,294949,212608,82341,733223,342121,391102
286,819899,37.8,36.5,39.0,37,02,541334,4683,0,55,83,917,832,1178,1472,3722,3076,4985,8802,9969,10161,5518,103248,18730,33399,78278,56119,130943,51659,7269,6236,809046,84780,38445,46335,724266,358925,365341,288715,232802,55913,288715,227228,61487,808840,394957,413883
287,754350,37.2,34.5,39.6,37,03,494006,6003,0,74,99,695,319,468,1712,1680,1583,7011,7471,11874,9881,8234,115717,25640,38697,88762,55464,70344,30770,6458,5050,725776,107562,48070,59492,618214,310118,308096,285216,211582,73634,285216,202606,82610,708144,340392,367752
288,847032,34.9,34.0,35.9,37,04,560830,4434,126,288,172,1068,1003,1635,1267,4162,1168,4936,6253,6538,5594,4607,63001,11468,24487,69266,43974,178800,86477,19317,20789,815382,90407,42734,47673,724975,351157,373818,321545,278246,43299,321545,270287,51258,838722,404959,433763
289,751232,40.5,39.2,42.1,37,05,512473,7128,190,0,389,529,1144,458,1424,5068,2782,8668,12561,12404,11747,7800,123137,25953,32112,78498,45540,85978,34590,8396,5977,728353,128788,57837,70951,599565,296489,303076,299083,217576,81507,299083,208900,90183,741402,359016,382386
290,763491,41.1,40.1,42.2,37,06,528196,8127,87,0,346,134,1143,592,2155,4854,3447,8257,13992,14940,13826,8384,118546,28754,34335,86459,49741,85170,31167,7672,6068,748866,119707,53513,66194,629159,307889,321270,297993,222290,75703,297993,214771,83222,755352,363483,391869
291,780442,42.1,40.8,43.3,37,07,545645,6646,66,140,63,769,1352,536,2286,4974,2546,5779,10782,13517,13290,7701,137609,26601,42350,74426,58445,92099,32185,6825,4658,762893,141912,62222,79690,620981,306493,314488,308011,215809,92202,308011,206640,101371,767330,369342,397988
292,774967,36.3,35.0,37.8,37,08,512925,5898,119,0,48,66,516,983,983,2297,2256,6077,9458,9278,10086,6711,112043,23687,38658,92301,55507,89548,36020,6177,4208,755054,115281,49706,65575,639773,314917,324856,288388,219276,69112,288388,212159,76229,740606,349837,390769
293,778477,39.0,37.7,40.0,37,09,516377,4089,0,68,278,220,1025,837,1263,4926,2437,5645,10995,13622,14965,7315,110997,15487,27365,75076,45078,116434,42354,11502,4399,762530,114985,49591,65394,647545,317587,329958,278978,214937,64041,278978,208315,70663,766924,369187,397737
294,759453,41.8,40.9,43.0,37,10,534684,6505,0,196,312,621,696,1632,471,2703,2751,7025,12226,17667,13634,8345,125440,30012,38927,78260,55612,85559,35004,6265,4821,743799,108961,48401,60560,634838,314485,320353,297132,219986,77146,297132,211343,85789,751178,366496,384682
295,749597,45.3,42.8,47.3,37,11,544373,5331,104,94,145,389,433,786,1761,3593,3766,9847,14522,17492,14368,5970,130565,33233,36057,82811,52568,82393,35295,7559,5291,732749,119663,52702,66961,613086,304449,308637,305113,209331,95782,305113,195694,109419,740655,360009,380646
296,849357,33.6,32.7,34.5,37,12,559723,6683,202,72,311,485,1323,1339,1421,7749,3114,5442,9443,7434,9286,7512,89734,15161,29094,91451,49820,151340,55873,10125,5309,835916,114746,50473,64273,721170,350849,370321,320462,274204,46258,320462,267436,53026,844763,405237,439526
297,768213,39.5,38.8,40.1,37,13,519850,7199,261,59,550,416,881,883,1446,3465,3542,9809,9485,13387,11490,7555,124635,22432,33031,84199,45000,93580,34104,6886,5555,748303,123493,53481,70012,624810,305059,319751,296838,226257,70581,296838,219099,77739,760691,363313,397378
298,757953,35.0,34.1,36.3,38,00,495015,2025,50,0,14,98,89,62,249,707,620,9913,4704,6985,6997,5231,115825,18353,30672,78544,67554,107578,28550,5718,4477,731759,78464,40145,38319,653295,336627,316668,315134,259312,55822,315134,248555,66579,741486,379672,361814
299,739216,36.8,35.4,38.0,39,01,487770,4279,0,0,189,0,564,840,276,1709,840,4017,5034,9941,11259,6908,123609,17895,29690,64347,41351,103841,45279,8495,7407,717429,105942,47911,58031,611487,302937,308550,289541,228375,61166,289541,222935,66606,726940,355539,371401
300,724451,40.1,38.8,41.2,39,02,504577,5557,340,60,44,92,145,20,429,2383,1543,6034,7018,12194,10630,7755,134635,20418,29794,62458,39867,95441,49145,12123,6452,714624,101904,46947,54957,612720,298949,313771,297079,227415,69664,297079,220464,76615,717032,347036,369996
301,787306,32.2,31.5,32.8,39,03,501080,9347,43,0,0,80,443,548,425,2236,917,4934,8246,11734,15481,7897,135267,21078,31296,75104,36684,93720,33411,8197,3992,761578,169220,76968,92252,592358,293178,299180,306114,249389,56725,306114,243415,62699,781693,380595,401098
302,714115,40.7,39.2,42.0,39,04,483826,3508,71,105,180,225,93,162,163,1252,1009,4552,7256,10693,12301,8352,173978,24438,34202,64735,50072,55266,24049,4650,2514,682620,84601,35337,49264,598019,304352,293667,274691,206541,68150,274691,201387,73304,692066,344768,347298
303,720730,39.9,38.7,41.0,39,05,488833,2859,49,92,0,83,131,204,447,1138,601,3003,4622,6978,9458,6496,154113,17181,35309,68704,49508,79032,35267,8034,5524,700959,70960,29734,41226,629999,318065,311934,288645,222611,66034,288645,215108,73537,713246,352695,360551
304,703190,43.4,41.4,44.9,39,06,495796,4848,80,0,78,0,380,176,452,840,1212,6391,7730,14183,16991,10188,189355,22011,30165,61549,50164,51041,21626,3778,2558,678883,108250,48715,59535,570633,288248,282385,276003,194328,81675,276003,187376,88627,686137,340250,345887
305,728336,41.0,40.2,41.8,39,07,497371,4115,0,535,96,283,529,294,394,722,856,18214,4527,8246,10700,7356,175840,19944,35401,65940,39655,66562,30216,3881,3065,712718,80635,36223,44412,632083,313852,318231,278042,211495,66547,278042,203233,74809,720183,353372,366811
306,727853,38.5,37.2,39.9,39,08,482000,3304,102,58,73,43,489,249,599,1486,1367,4951,6643,9955,12803,8814,151539,21722,33375,69372,40100,73768,31531,5132,4525,707840,86894,36503,50391,620946,312497,308449,276239,213483,62756,276239,205854,70385,720319,353967,366352
307,706201,38.0,36.9,39.1,39,09,476989,4534,0,0,101,99,487,263,897,1457,2175,4627,7905,11782,16364,10427,127587,23012,37517,77788,46758,64004,27732,7665,3808,692163,143576,65767,77809,548587,271134,277453,298778,224508,74270,298778,218297,80481,699177,340262,358915
308,720354,39.2,37.0,41.3,39,10,490922,3708,137,0,0,122,346,302,1240,919,780,5046,5510,8006,10387,9782,117754,18357,40123,84269,46965,82244,41177,7336,6412,696184,118975,53314,65661,577209,282780,294429,297509,219320,78189,297509,212600,84909,707852,340600,367252
309,692226,38.5,36.0,40.6,39,11,471089,4048,0,0,136,303,225,543,730,952,1987,3155,6598,11433,16604,9760,125526,20368,29752,77759,34807,70501,35852,12857,7193,671355,177469,78762,98707,493886,234525,259361,298406,207438,90968,298406,200754,97652,681069,318404,362665
310,758614,38.9,37.9,40.0,39,12,517910,2790,83,261,169,0,279,64,77,820,566,2975,3897,7986,10066,5963,119326,14617,30033,64592,41013,132967,56329,13374,9663,738362,72608,34850,37758,665754,328091,337663,287747,227432,60315,287747,220592,67155,747690,366522,381168
311,709683,40.6,39.4,42.0,39,13,493718,4437,196,303,151,0,115,179,375,2664,1280,4029,6005,9118,13238,7168,168990,19161,32939,66555,39648,77754,29656,5041,4716,688530,124468,50919,73549,564062,281838,282224,298591,214249,84342,298591,207397,91194,699926,337691,362235
312,710875,44.7,43.0,45.8,39,14,506150,2793,83,126,0,170,809,364,657,1262,966,11010,3216,7682,6476,6362,139311,13370,31928,66506,40577,104357,50917,10422,6786,698783,60966,27082,33884,637817,312240,325577,288659,219985,68674,288659,212387,76272,702508,340645,361863
313,743623,38.0,36.5,39.4,39,15,510533,3316,37,43,0,119,512,87,382,591,959,4150,5371,10431,12595,7583,148088,19859,32002,63191,40680,103489,39638,9055,8355,710080,89726,40055,49671,620354,309563,310791,280339,220882,59457,280339,214366,65973,723213,355840,367373
314,727600,42.9,40.5,44.8,39,16,513497,3610,70,89,0,122,174,374,16,342,260,6107,3125,4927,7691,6260,148112,12567,36926,67208,44658,108218,46496,10416,5729,715293,49188,20889,28299,666105,330255,335850,288286,221237,67049,288286,215889,72397,720797,353952,366845
315,796981,36.2,35.0,37.5,40,01,525844,5344,45,197,135,455,1158,678,977,4890,1620,5167,6957,8205,10844,8259,123946,20279,37981,85460,44704,108669,36106,8831,4937,785315,120550,52435,68115,664765,330926,333839,312495,249418,63077,312495,240560,71935,791705,385974,405731
316,749490,39.5,38.0,41.0,40,02,504072,4101,8,43,273,264,839,668,692,2490,2721,9813,11660,13665,17897,8581,158146,29966,36019,78386,42137,57441,22255,3391,2616,726839,137688,62535,75153,589151,294126,295025,275946,187516,88430,275946,178588,97358,732671,359581,373090
317,779596,36.6,35.3,37.9,40,03,504253,4461,26,53,195,528,890,192,962,2289,2141,5718,7484,14312,13210,7111,144945,26342,35472,82983,39559,79335,26697,4378,4970,749491,122682,57950,64732,626809,315319,311490,281394,214587,66807,281394,204491,76903,759469,376962,382507
318,781940,35.8,34.3,37.3,40,04,506434,3762,108,102,0,38,239,198,819,1934,1564,5218,6107,10357,13041,8412,133777,26428,39543,85565,40010,85169,33194,5746,5103,751008,101493,45586,55907,649515,325518,323997,290128,227082,63046,290128,218585,71543,758776,372594,386182
319,815554,34.7,33.7,35.7,40,05,531033,7382,154,67,39,235,628,767,1701,9913,3017,5334,11265,10476,11951,9980,113475,25225,37531,84886,37180,102308,38931,13010,5578,796778,137964,61836,76128,658814,326272,332542,309379,244059,65320,309379,234183,75196,803076,390636,412440
320,830772,37.7,36.8,38.5,41,01,576055,5860,21,230,191,343,1420,616,832,5347,950,3651,9698,5447,4745,7773,88775,23050,40211,89583,50798,143667,64018,14689,14140,819757,76092,34696,41396,743665,371406,372259,311524,252708,58816,311524,244747,66777,824364,408413,415951
321,809980,41.6,40.5,43.1,41,02,569454,5737,164,0,224,452,1164,1073,2334,4099,1634,5239,8642,10409,14786,11510,131133,31319,50839,106538,46530,83101,36951,9443,6133,792024,112402,49795,62607,679622,340722,338900,315374,228372,87002,315374,214966,100408,795920,392286,403634
322,835143,37.0,36.8,37.1,41,03,597707,9461,222,462,922,672,746,652,951,5891,1212,4248,7945,5444,5601,11221,84964,22579,39285,101941,47098,150741,63765,19465,12219,821231,118198,51848,66350,703033,353207,349826,324260,263055,61205,324260,254517,69743,829993,408716,421277
